EthnologueLanguageID,EthnologueCountryID,EthnologueLangStatusID,Name
zpq,MX,L,"Zapotec, Zoogocho"
zpr,MX,L,"Zapotec, Santiago Xanica"
zps,MX,L,"Zapotec, Coatlán"
zpt,MX,L,"Zapotec, San Vicente Coatlán"
zpu,MX,L,"Zapotec, Yalálag"
zpv,MX,L,"Zapotec, Chichicapan"
zpw,MX,L,"Zapotec, Zaniza"
zpx,MX,L,"Zapotec, San Baltazar Loxicha"
zpy,MX,L,"Zapotec, Mazaltepec"
zpz,MX,L,"Zapotec, Texmelucan"
zqe,CN,L,"Zhuang, Qiubei"
zrg,IN,L,Mirgan
zrn,TD,L,Zirenkel
zro,EC,N,Záparo
zrp,FR,E,Zarphatic
zrs,ID,L,Mairasi
zsl,ZM,L,Zambian Sign Language
zsr,MX,L,"Zapotec, Southern Rincon"
ztc,MX,L,"Zapotec, Lachirioag"
zte,MX,L,"Zapotec, Elotepec"
ztg,MX,L,"Zapotec, Xanaguía"
ztl,MX,L,"Zapotec, Santiago Lapaguía"
ztm,MX,N,"Zapotec, San Agustín Mixtepec"
ztn,MX,L,"Zapotec, Santa Catarina Albarradas"
ztp,MX,L,"Zapotec, Loxicha"
ztq,MX,L,"Zapotec, Quioquitani-Quierí"
zts,MX,L,"Zapotec, Tilquiapan"
ztt,MX,L,"Zapotec, Tejalapan"
ztu,MX,L,"Zapotec, Güilá"
ztx,MX,L,"Zapotec, Zaachila"
zty,MX,L,"Zapotec, Yatee"
zua,NG,L,Zeem
zuh,PG,L,Tokano
zul,ZA,L,Zulu
zum,OM,L,Kumzari
zun,US,L,Zuni
zuy,CM,N,Zumaya
zwa,ET,L,Zay
zyb,CN,L,"Zhuang, Yongbei"
zyg,CN,L,"Zhuang, Yang"
zyj,CN,L,"Zhuang, Youjiang"
zyn,CN,L,"Zhuang, Yongnan"
zyp,MM,L,Zyphe
zza,TR,L,Zaza
